"Period","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"07/01/2003","Exports","Total","Arizona","1314.0000","132444.8600","100.80"
"07/01/2003","Exports","Total","California","385003.0000","28443912.3000","73.88"
"07/01/2003","Exports","Total","Colorado","366.0000","24531.5700","67.03"
"07/01/2003","Exports","Total","Idaho","75.0000","5697.0400","75.96"
"07/01/2003","Exports","Total","Maine","336315.4200","19696351.1700","58.13"
"07/01/2003","Exports","Total","Michigan","224929.9000","8967199.8200","39.87"
"07/01/2003","Exports","Total","Minn / N. Dakota","498383.9240","30462022.1600","61.12"
"07/01/2003","Exports","Total","Minnesota","47718.0000","2721799.0000","57.04"
"07/01/2003","Exports","Total","Montana","1874.0000","152223.4700","81.23"
"07/01/2003","Exports","Total","Nevada","73976.0000","6925346.2700","93.62"
"07/01/2003","Exports","Total","New England-ISO","55929.0000","3790825.1000","67.78"
"07/01/2003","Exports","Total","New Mexico","902.0000","87184.7000","96.66"
"07/01/2003","Exports","Total","New York","1372135.7170","100230889.2100","70.36"
"07/01/2003","Exports","Total","North Dakota","104030.0000","7864129.5100","75.59"
"07/01/2003","Exports","Total","Oregon","41738.0000","3229695.4500","77.38"
"07/01/2003","Exports","Total","Pennsylvania","4603.0000","346746.9000","75.33"
"07/01/2003","Exports","Total","Total","3641658.4010","245500074.1600","63.94"
"07/01/2003","Exports","Total","Utah","170.0000","14922.7900","87.78"
"07/01/2003","Exports","Total","Vermont","160424.0000","14966090.9700","38.30"
"07/01/2003","Exports","Total","Washington","329635.4400","17234638.8200","52.28"
"07/01/2003","Exports","Total","Wyoming","2044.0000","196826.0500","96.29"
"07/01/2003","Imports","Maine","New Brunswick","13.2000","551.7600","41.80"
"07/01/2003","Imports","Maine","Québec","25908.0000","964499.9200","37.23"
"07/01/2003","Imports","Maine","Total","25921.2000","965051.6800","37.23"
"07/01/2003","Imports","Michigan","Ontario","270138.6000","10624212.6900","39.33"
"07/01/2003","Imports","Michigan","Total","270138.6000","10624212.6900","39.33"
"07/01/2003","Imports","Minn / N. Dakota","Manitoba","442328.0000","22245010.8300","50.29"
"07/01/2003","Imports","Minn / N. Dakota","Total","442328.0000","22245010.8300","50.29"
"07/01/2003","Imports","Minnesota","Alberta","1525.0000","131540.0000","86.26"
"07/01/2003","Imports","Minnesota","Ontario","51788.0000","1831785.0000","35.37"
"07/01/2003","Imports","Minnesota","Total","53313.0000","1963325.0000","36.83"
"07/01/2003","Imports","Montana","Alberta","269.0000","16505.0000","61.36"
"07/01/2003","Imports","Montana","Total","269.0000","16505.0000","61.36"
"07/01/2003","Imports","New York","Ontario","62614.0000","4041893.1200","64.55"
"07/01/2003","Imports","New York","Québec","207636.0000","8837841.2200","42.56"
"07/01/2003","Imports","New York","Total","270250.0000","12879734.3400","47.66"
"07/01/2003","Imports","North Dakota","Saskatchewan","46441.0000","1896414.1300","40.83"
"07/01/2003","Imports","North Dakota","Total","46441.0000","1896414.1300","40.83"
"07/01/2003","Imports","Oregon","Alberta","420.0000","31948.0000","76.07"
"07/01/2003","Imports","Oregon","Total","420.0000","31948.0000","76.07"
"07/01/2003","Imports","Pennsylvania","Ontario","1369.0000","74344.2800","54.31"
"07/01/2003","Imports","Pennsylvania","Total","1369.0000","74344.2800","54.31"
"07/01/2003","Imports","Total","Alberta","23100.0000","2168948.6100","93.89"
"07/01/2003","Imports","Total","British Columbia","244677.0000","10322438.7200","42.19"
"07/01/2003","Imports","Total","Manitoba","442328.0000","22245010.8300","50.29"
"07/01/2003","Imports","Total","New Brunswick","13.2000","551.7600","41.80"
"07/01/2003","Imports","Total","Ontario","385909.6000","16572235.0900","42.94"
"07/01/2003","Imports","Total","Québec","233544.0000","9802341.1400","41.97"
"07/01/2003","Imports","Total","Saskatchewan","46441.0000","1896414.1300","40.83"
"07/01/2003","Imports","Total","Total","1376012.8000","63007940.2800","45.79"
"07/01/2003","Imports","Washington","Alberta","20886.0000","1988955.6100","95.23"
"07/01/2003","Imports","Washington","British Columbia","244677.0000","10322438.7200","42.19"
"07/01/2003","Imports","Washington","Total","265563.0000","12311394.3300","46.36"
"08/01/2003","Exports","Alberta","Oregon","270.0000","12421.0000","46.00"
"08/01/2003","Exports","Alberta","Total","3614.0000","173924.0600","48.13"
"08/01/2003","Exports","Alberta","Washington","3344.0000","161503.0600","48.30"
"08/01/2003","Exports","British Columbia","Alaska","83.0000","5944.0000","71.61"
"08/01/2003","Exports","British Columbia","Arizona","17718.0000","1341036.5800","75.69"
"08/01/2003","Exports","British Columbia","California","368774.0000","24747432.4400","67.11"
"08/01/2003","Exports","British Columbia","Colorado","245.0000","21484.0200","87.69"
"08/01/2003","Exports","British Columbia","Montana","1229.0000","86610.2500","70.47"
"08/01/2003","Exports","British Columbia","Nevada","59535.0000","5068725.2800","85.14"
"08/01/2003","Exports","British Columbia","New Mexico","1590.0000","157639.7600","99.14"
"08/01/2003","Exports","British Columbia","Oregon","54380.0000","3769958.5300","69.33"
"08/01/2003","Exports","British Columbia","Total","888673.0700","51377897.9400","57.81"
"08/01/2003","Exports","British Columbia","Utah","254.0000","27020.3800","106.38"
"08/01/2003","Exports","British Columbia","Washington","381542.0700","15853701.3500","41.55"
"08/01/2003","Exports","British Columbia","Wyoming","3323.0000","298345.3500","89.78"
"08/01/2003","Exports","Manitoba","Minn / N. Dakota","443172.5300","28283759.4800","63.82"
"08/01/2003","Exports","Manitoba","Total","443172.5300","28283759.4800","63.82"
"08/01/2003","Exports","New Brunswick","Maine","297628.9000","16740117.9400","55.91"
"08/01/2003","Exports","New Brunswick","New England-ISO","46567.0000","2763522.3800","59.35"
"08/01/2003","Exports","New Brunswick","New York","7683.0000","535752.3500","69.73"
"08/01/2003","Exports","New Brunswick","Total","351878.9000","20039392.6700","56.66"
"08/01/2003","Exports","Nova Scotia","New York","52134.0000","3496334.9300","67.06"
"08/01/2003","Exports","Nova Scotia","Total","52134.0000","3496334.9300","67.06"
"08/01/2003","Exports","Ontario","Michigan","117309.2000","5430544.5700","46.29"
"08/01/2003","Exports","Ontario","Minnesota","37084.0000","2217382.0000","59.79"
"08/01/2003","Exports","Ontario","New York","232519.1430","11671479.7600","50.14"
"08/01/2003","Exports","Ontario","Pennsylvania","1009.0000","70523.9100","69.89"
"08/01/2003","Exports","Ontario","Total","387921.3430","19389930.2400","49.95"
"08/01/2003","Exports","Québec","Maine","97010.0000","4052035.5100","41.77"
"08/01/2003","Exports","Québec","New England-ISO","2214.0000","115300.2300","52.08"
"08/01/2003","Exports","Québec","New York","1009327.0000","81154867.4600","76.70"
"08/01/2003","Exports","Québec","Total","1278598.0000","100788868.1800","68.93"
"08/01/2003","Exports","Québec","Vermont","170047.0000","15466664.9800","38.54"
"08/01/2003","Exports","Saskatchewan","North Dakota","97340.0000","7583797.1400","70.91"
"08/01/2003","Exports","Saskatchewan","Total","97340.0000","7583797.1400","70.91"
"08/01/2003","Exports","Total","Alaska","83.0000","5944.0000","71.61"
"08/01/2003","Exports","Total","Arizona","17718.0000","1341036.5800","75.69"
"08/01/2003","Exports","Total","California","368774.0000","24747432.4400","67.11"
"08/01/2003","Exports","Total","Colorado","245.0000","21484.0200","87.69"
"08/01/2003","Exports","Total","Maine","394638.9000","20792153.4500","52.43"
"08/01/2003","Exports","Total","Michigan","117309.2000","5430544.5700","46.29"
"08/01/2003","Exports","Total","Minn / N. Dakota","443172.5300","28283759.4800","63.82"
"08/01/2003","Exports","Total","Minnesota","37084.0000","2217382.0000","59.79"
"08/01/2003","Exports","Total","Montana","1229.0000","86610.2500","70.47"
"08/01/2003","Exports","Total","Nevada","59535.0000","5068725.2800","85.14"
"08/01/2003","Exports","Total","New England-ISO","48781.0000","2878822.6100","59.02"
"08/01/2003","Exports","Total","New Mexico","1590.0000","157639.7600","99.14"
"08/01/2003","Exports","Total","New York","1301663.1430","96858434.5000","71.53"
"08/01/2003","Exports","Total","North Dakota","97340.0000","7583797.1400","70.91"
"08/01/2003","Exports","Total","Oregon","54650.0000","3782379.5300","69.21"
"08/01/2003","Exports","Total","Pennsylvania","1009.0000","70523.9100","69.89"
"08/01/2003","Exports","Total","Total","3503331.8430","231133904.6400","62.14"
"08/01/2003","Exports","Total","Utah","254.0000","27020.3800","106.38"
"08/01/2003","Exports","Total","Vermont","170047.0000","15466664.9800","38.54"
"08/01/2003","Exports","Total","Washington","384886.0700","16015204.4100","41.61"
"08/01/2003","Exports","Total","Wyoming","3323.0000","298345.3500","89.78"
"08/01/2003","Imports","Maine","New Brunswick","251.6000","5304.0400","21.08"
"08/01/2003","Imports","Maine","Québec","6603.0000","838157.3600","126.94"
"08/01/2003","Imports","Maine","Total","6854.6000","843461.4000","123.05"
"08/01/2003","Imports","Michigan","Ontario","211034.9000","9780238.4000","46.34"
"08/01/2003","Imports","Michigan","Total","211034.9000","9780238.4000","46.34"
"08/01/2003","Imports","Minn / N. Dakota","Manitoba","499365.0000","27607690.5100","55.29"
"08/01/2003","Imports","Minn / N. Dakota","Total","499365.0000","27607690.5100","55.29"
"08/01/2003","Imports","Minnesota","Alberta","150.0000","17475.0000","116.50"
"08/01/2003","Imports","Minnesota","Ontario","88481.0000","3802431.0000","42.97"
"08/01/2003","Imports","Minnesota","Total","88631.0000","3819906.0000","43.10"
"08/01/2003","Imports","Montana","Alberta","5.0000","258.0000","51.60"
"08/01/2003","Imports","Montana","Total","5.0000","258.0000","51.60"
"08/01/2003","Imports","New York","Ontario","36174.0000","2288182.5100","63.25"
"08/01/2003","Imports","New York","Québec","135431.0000","4521624.7000","33.39"
"08/01/2003","Imports","New York","Total","171605.0000","6809807.2100","39.68"
"08/01/2003","Imports","North Dakota","Saskatchewan","56126.0000","2199467.9200","39.19"
"08/01/2003","Imports","North Dakota","Total","56126.0000","2199467.9200","39.19"
"08/01/2003","Imports","Oregon","Alberta","100.0000","6908.0000","69.08"
"08/01/2003","Imports","Oregon","Total","100.0000","6908.0000","69.08"
"08/01/2003","Imports","Pennsylvania","Ontario","156.0000","6828.3800","43.77"
"08/01/2003","Imports","Pennsylvania","Total","156.0000","6828.3800","43.77"
"08/01/2003","Imports","Total","Alberta","19772.0000","1231948.9700","62.31"
"08/01/2003","Imports","Total","British Columbia","322588.0000","12817236.1300","39.73"
"08/01/2003","Imports","Total","Manitoba","499365.0000","27607690.5100","55.29"
"08/01/2003","Imports","Total","New Brunswick","251.6000","5304.0400","21.08"
"08/01/2003","Imports","Total","Ontario","335845.9000","15877680.2900","47.28"
"08/01/2003","Imports","Total","Québec","142034.0000","5359782.0600","37.74"
"08/01/2003","Imports","Total","Saskatchewan","56126.0000","2199467.9200","39.19"
"08/01/2003","Imports","Total","Total","1375982.5000","65099109.9200","47.31"
"08/01/2003","Imports","Washington","Alberta","19517.0000","1207307.9700","61.86"
"08/01/2003","Imports","Washington","British Columbia","322588.0000","12817236.1300","39.73"
"08/01/2003","Imports","Washington","Total","342105.0000","14024544.1000","40.99"
"09/01/2003","Exports","Alberta","Idaho","25.0000","123.0000","4.92"
"09/01/2003","Exports","Alberta","Oregon","1711.0000","79736.0000","46.60"
"09/01/2003","Exports","Alberta","Total","10856.0000","451121.1700","41.56"
"09/01/2003","Exports","Alberta","Washington","9120.0000","371262.1700","40.71"
"09/01/2003","Exports","British Columbia","Alaska","96.9600","6940.4000","71.58"
"09/01/2003","Exports","British Columbia","Arizona","3750.0000","220952.3000","58.92"
"09/01/2003","Exports","British Columbia","California","359611.0000","23604351.9800","65.64"
"09/01/2003","Exports","British Columbia","Colorado","129.0000","15482.6500","120.02"
"09/01/2003","Exports","British Columbia","Montana","175.0000","12267.0000","70.10"
"09/01/2003","Exports","British Columbia","Nevada","27870.0000","2318679.9800","83.20"
"09/01/2003","Exports","British Columbia","New Mexico","812.0000","68798.0700","84.73"
"09/01/2003","Exports","British Columbia","Oregon","61490.0000","4285245.2200","69.69"
"09/01/2003","Exports","British Columbia","Total","788537.7800","45585287.2500","57.81"
"09/01/2003","Exports","British Columbia","Utah","310.0000","23225.5200","74.92"
"09/01/2003","Exports","British Columbia","Washington","334173.8200","15020280.1700","44.95"
"09/01/2003","Exports","British Columbia","Wyoming","120.0000","9063.9600","75.53"
"09/01/2003","Exports","Manitoba","Minn / N. Dakota","155961.5250","14236549.0000","91.28"
"09/01/2003","Exports","Manitoba","Total","155961.5250","14236549.0000","91.28"
"09/01/2003","Exports","New Brunswick","Maine","143846.6000","8282988.4000","56.92"
"09/01/2003","Exports","New Brunswick","Total","143846.6000","8282988.4000","56.92"
"09/01/2003","Exports","Ontario","Michigan","45342.8260","1837706.0000","40.53"
"09/01/2003","Exports","Ontario","Minnesota","12312.0000","701548.4200","56.98"
"09/01/2003","Exports","Ontario","New York","151344.7550","7090604.4300","46.73"
"09/01/2003","Exports","Ontario","Pennsylvania","441.0000","30446.0000","69.04"
"09/01/2003","Exports","Ontario","Total","209440.5810","9660304.8500","46.04"
"09/01/2003","Exports","Québec","Maine","45597.4000","2413439.0700","52.93"
"09/01/2003","Exports","Québec","New England-ISO","8025.0000","480164.2300","59.83"
"09/01/2003","Exports","Québec","New York","104381.0000","6635479.2300","29.48"
"09/01/2003","Exports","Québec","Total","298356.4000","23549976.3400","37.83"
"09/01/2003","Exports","Québec","Vermont","140353.0000","14020893.8100","37.88"
"09/01/2003","Exports","Saskatchewan","North Dakota","53284.0000","2857826.5700","53.63"
"09/01/2003","Exports","Saskatchewan","Total","53284.0000","2857826.5700","53.63"
"09/01/2003","Exports","Total","Alaska","96.9600","6940.4000","71.58"
"09/01/2003","Exports","Total","Arizona","3750.0000","220952.3000","58.92"
"09/01/2003","Exports","Total","California","359611.0000","23604351.9800","65.64"
"09/01/2003","Exports","Total","Colorado","129.0000","15482.6500","120.02"
"09/01/2003","Exports","Total","Idaho","25.0000","123.0000","4.92"
"09/01/2003","Exports","Total","Maine","189444.0000","10696427.4700","55.96"
"09/01/2003","Exports","Total","Michigan","45342.8260","1837706.0000","40.53"
"09/01/2003","Exports","Total","Minn / N. Dakota","155961.5250","14236549.0000","91.28"
"09/01/2003","Exports","Total","Minnesota","12312.0000","701548.4200","56.98"
"09/01/2003","Exports","Total","Montana","175.0000","12267.0000","70.10"
"09/01/2003","Exports","Total","Nevada","27870.0000","2318679.9800","83.20"
"09/01/2003","Exports","Total","New England-ISO","8025.0000","480164.2300","59.83"
"09/01/2003","Exports","Total","New Mexico","812.0000","68798.0700","84.73"
"09/01/2003","Exports","Total","New York","255725.7550","13726083.6600","39.69"
"09/01/2003","Exports","Total","North Dakota","53284.0000","2857826.5700","53.63"
"09/01/2003","Exports","Total","Oregon","63201.0000","4364981.2200","69.07"
"09/01/2003","Exports","Total","Pennsylvania","441.0000","30446.0000","69.04"
"09/01/2003","Exports","Total","Total","1660282.8860","104624053.5800","55.56"
"09/01/2003","Exports","Total","Utah","310.0000","23225.5200","74.92"
"09/01/2003","Exports","Total","Vermont","140353.0000","14020893.8100","37.88"
"09/01/2003","Exports","Total","Washington","343293.8200","15391542.3400","44.83"
"09/01/2003","Exports","Total","Wyoming","120.0000","9063.9600","75.53"
"09/01/2003","Imports","Maine","New Brunswick","25360.0000","1555273.3300","61.33"
"09/01/2003","Imports","Maine","Québec","47064.0000","3397092.9000","72.18"
"09/01/2003","Imports","Maine","Total","72424.0000","4952366.2300","68.38"
"09/01/2003","Imports","Michigan","Ontario","527186.7000","21260444.1100","40.33"
"09/01/2003","Imports","Michigan","Total","527186.7000","21260444.1100","40.33"
"09/01/2003","Imports","Minn / N. Dakota","Manitoba","510648.0000","20748524.3200","40.63"
"09/01/2003","Imports","Minn / N. Dakota","Total","510648.0000","20748524.3200","40.63"
"09/01/2003","Imports","Minnesota","Alberta","850.0000","83007.0000","97.66"
"09/01/2003","Imports","Minnesota","Ontario","97570.0000","4319885.0000","44.27"
"09/01/2003","Imports","Minnesota","Total","98420.0000","4402892.0000","44.74"
"09/01/2003","Imports","Montana","Alberta","50.0000","2522.0000","50.44"
"09/01/2003","Imports","Montana","Total","50.0000","2522.0000","50.44"
"09/01/2003","Imports","New York","Ontario","62773.0000","3942008.2500","62.80"
"09/01/2003","Imports","New York","Québec","356057.0000","14989041.2700","42.10"
"09/01/2003","Imports","New York","Total","418830.0000","18931049.5200","45.20"
"09/01/2003","Imports","North Dakota","Saskatchewan","103002.0000","3539713.3200","34.37"
"09/01/2003","Imports","North Dakota","Total","103002.0000","3539713.3200","34.37"
"09/01/2003","Imports","Oregon","Alberta","460.0000","29364.0000","63.83"
"09/01/2003","Imports","Oregon","Total","460.0000","29364.0000","63.83"
"09/01/2003","Imports","Total","Alberta","37100.0000","2167745.3500","58.43"
"09/01/2003","Imports","Total","British Columbia","345849.0000","13122497.7500","37.94"
"09/01/2003","Imports","Total","Manitoba","510648.0000","20748524.3200","40.63"
"09/01/2003","Imports","Total","New Brunswick","25360.0000","1555273.3300","61.33"
"09/01/2003","Imports","Total","Ontario","687529.7000","29522337.3600","42.94"
"09/01/2003","Imports","Total","Québec","403121.0000","18386134.1700","45.61"
"09/01/2003","Imports","Total","Saskatchewan","103002.0000","3539713.3200","34.37"
"09/01/2003","Imports","Total","Total","2112609.7000","89042225.6000","42.15"
"09/01/2003","Imports","Washington","Alberta","35740.0000","2052852.3500","57.44"
"09/01/2003","Imports","Washington","British Columbia","345849.0000","13122497.7500","37.94"
"09/01/2003","Imports","Washington","Total","381589.0000","15175350.1000","39.77"
"10/01/2003","Exports","Alberta","Oregon","25.0000","1090.5200","43.62"
"10/01/2003","Exports","Alberta","Total","4690.0000","209774.9900","44.73"
"10/01/2003","Exports","Alberta","Washington","4665.0000","208684.4700","44.73"
"10/01/2003","Exports","British Columbia","Alaska","76.8000","5497.3400","71.58"
"10/01/2003","Exports","British Columbia","Arizona","1109.0000","98260.2300","88.60"
"10/01/2003","Exports","British Columbia","California","110586.0000","5388856.0000","48.73"
"10/01/2003","Exports","British Columbia","Idaho","670.0000","40596.7300","60.59"
"10/01/2003","Exports","British Columbia","Montana","911.0000","67264.3800","73.84"
"10/01/2003","Exports","British Columbia","Nevada","360.0000","26985.1200","74.96"
"10/01/2003","Exports","British Columbia","New Mexico","3562.0000","233048.8000","65.43"
"10/01/2003","Exports","British Columbia","Oregon","10749.0000","454610.5400","42.29"
"10/01/2003","Exports","British Columbia","Total","232722.4900","10821377.3800","46.50"
"10/01/2003","Exports","British Columbia","Utah","240.0000","18413.3800","76.72"
"10/01/2003","Exports","British Columbia","Washington","103863.6900","4446057.6100","42.81"
"10/01/2003","Exports","British Columbia","Wyoming","595.0000","41787.2500","70.23"
"10/01/2003","Exports","Manitoba","Minn / N. Dakota","68670.9240","11173413.7500","162.71"
"10/01/2003","Exports","Manitoba","Total","68670.9240","11173413.7500","162.71"
"10/01/2003","Exports","New Brunswick","Maine","114197.4000","6903932.9100","59.80"
"10/01/2003","Exports","New Brunswick","Total","114197.4000","6903932.9100","59.80"
"10/01/2003","Exports","Ontario","Michigan","7272.6000","351905.2200","48.39"
"10/01/2003","Exports","Ontario","Minnesota","2651.0000","214333.0000","80.85"
"10/01/2003","Exports","Ontario","New York","46745.6930","2209536.0900","46.76"
"10/01/2003","Exports","Ontario","Pennsylvania","378.0000","15265.1100","40.38"
"10/01/2003","Exports","Ontario","Total","57047.2930","2791039.4200","48.51"
"10/01/2003","Exports","Québec","Maine","21394.0000","999682.2900","46.73"
"10/01/2003","Exports","Québec","New England-ISO","2908.0000","146556.0500","50.40"
"10/01/2003","Exports","Québec","New York","62036.0000","3710848.2200","4.30"
"10/01/2003","Exports","Québec","Total","221464.0000","18266000.3100","28.81"
"10/01/2003","Exports","Québec","Vermont","135126.0000","13408913.7500","36.77"
"10/01/2003","Exports","Saskatchewan","North Dakota","11692.0000","624244.1100","53.39"
"10/01/2003","Exports","Saskatchewan","Total","11692.0000","624244.1100","53.39"
"10/01/2003","Exports","Total","Alaska","76.8000","5497.3400","71.58"
"10/01/2003","Exports","Total","Arizona","1109.0000","98260.2300","88.60"
"10/01/2003","Exports","Total","California","110586.0000","5388856.0000","48.73"
"10/01/2003","Exports","Total","Idaho","670.0000","40596.7300","60.59"
"10/01/2003","Exports","Total","Maine","135591.4000","7903615.2000","57.74"
"10/01/2003","Exports","Total","Michigan","7272.6000","351905.2200","48.39"
"10/01/2003","Exports","Total","Minn / N. Dakota","68670.9240","11173413.7500","162.71"
"10/01/2003","Exports","Total","Minnesota","2651.0000","214333.0000","80.85"
"10/01/2003","Exports","Total","Montana","911.0000","67264.3800","73.84"
"10/01/2003","Exports","Total","Nevada","360.0000","26985.1200","74.96"
"10/01/2003","Exports","Total","New England-ISO","2908.0000","146556.0500","50.40"
"10/01/2003","Exports","Total","New Mexico","3562.0000","233048.8000","65.43"
"10/01/2003","Exports","Total","New York","108781.6930","5920384.3100","22.55"
"10/01/2003","Exports","Total","North Dakota","11692.0000","624244.1100","53.39"
"10/01/2003","Exports","Total","Oregon","10774.0000","455701.0600","42.30"
"10/01/2003","Exports","Total","Pennsylvania","378.0000","15265.1100","40.38"
"10/01/2003","Exports","Total","Total","710484.1070","50789782.8700","54.62"
"10/01/2003","Exports","Total","Utah","240.0000","18413.3800","76.72"
"10/01/2003","Exports","Total","Vermont","135126.0000","13408913.7500","36.77"
"10/01/2003","Exports","Total","Washington","108528.6900","4654742.0800","42.89"
"10/01/2003","Exports","Total","Wyoming","595.0000","41787.2500","70.23"
"10/01/2003","Imports","Maine","New Brunswick","31797.8000","1978148.6100","62.21"
"10/01/2003","Imports","Maine","Québec","154783.0000","8815048.2100","56.95"
"10/01/2003","Imports","Maine","Total","186580.8000","10793196.8200","57.85"
"10/01/2003","Imports","Michigan","Ontario","422167.4000","17456911.0000","41.35"
"10/01/2003","Imports","Michigan","Total","422167.4000","17456911.0000","41.35"
"10/01/2003","Imports","Minn / N. Dakota","Manitoba","546234.0000","16839896.8400","30.83"
"10/01/2003","Imports","Minn / N. Dakota","Total","546234.0000","16839896.8400","30.83"
"10/01/2003","Imports","Minnesota","Alberta","1107.0000","77447.0000","69.96"
"10/01/2003","Imports","Minnesota","Ontario","90877.0000","4769411.0000","52.48"
"10/01/2003","Imports","Minnesota","Total","91984.0000","4846858.0000","52.69"
"10/01/2003","Imports","Montana","Alberta","100.0000","3469.8400","34.70"
"10/01/2003","Imports","Montana","Total","100.0000","3469.8400","34.70"
"10/01/2003","Imports","New York","Ontario","129389.0600","8092157.2900","62.54"
"10/01/2003","Imports","New York","Québec","248432.0000","10982960.1100","44.21"
"10/01/2003","Imports","New York","Total","377821.0600","19075117.4000","50.49"
"10/01/2003","Imports","North Dakota","Saskatchewan","125457.0000","4255609.9400","33.92"
"10/01/2003","Imports","North Dakota","Total","125457.0000","4255609.9400","33.92"
"10/01/2003","Imports","Pennsylvania","Ontario","6695.0000","294854.4200","44.04"
"10/01/2003","Imports","Pennsylvania","Total","6695.0000","294854.4200","44.04"
"10/01/2003","Imports","Total","Alberta","14956.0000","814046.4800","54.43"
"10/01/2003","Imports","Total","British Columbia","488566.0000","16692732.5400","34.17"
"10/01/2003","Imports","Total","Manitoba","546234.0000","16839896.8400","30.83"
"10/01/2003","Imports","Total","New Brunswick","31797.8000","1978148.6100","62.21"
"10/01/2003","Imports","Total","Ontario","649128.4600","30613333.7100","47.16"
"10/01/2003","Imports","Total","Québec","403215.0000","19798008.3200","49.10"
"10/01/2003","Imports","Total","Saskatchewan","125457.0000","4255609.9400","33.92"
"10/01/2003","Imports","Total","Total","2259354.2600","90991776.4400","40.27"
"10/01/2003","Imports","Washington","Alberta","13749.0000","733129.6400","53.32"
"10/01/2003","Imports","Washington","British Columbia","488566.0000","16692732.5400","34.17"
"10/01/2003","Imports","Washington","Total","502315.0000","17425862.1800","34.69"
"11/01/2003","Exports","Alberta","Michigan","1.0000","0.0000","0.00"
"11/01/2003","Exports","Alberta","Total","1942.0000","76549.2400","39.42"
"11/01/2003","Exports","Alberta","Washington","1941.0000","76549.2400","39.44"
"11/01/2003","Exports","British Columbia","Alaska","105.6000","7558.8500","71.58"
"11/01/2003","Exports","British Columbia","Arizona","731.0000","48109.9600","65.81"
"11/01/2003","Exports","British Columbia","California","219377.0000","7578184.0700","34.54"
"11/01/2003","Exports","British Columbia","Idaho","168.0000","9722.2600","57.87"
"11/01/2003","Exports","British Columbia","Montana","388.0000","18550.7700","47.81"
"11/01/2003","Exports","British Columbia","Nebraska","2402.0000","197042.3800","82.03"
"11/01/2003","Exports","British Columbia","Nevada","4652.0000","306348.2800","65.85"
"11/01/2003","Exports","British Columbia","New Mexico","1347.0000","82641.8300","61.35"
"11/01/2003","Exports","British Columbia","Oregon","7708.0000","356157.3600","46.21"
"11/01/2003","Exports","British Columbia","Total","540604.6000","18571994.8800","34.35"
"11/01/2003","Exports","British Columbia","Utah","278.0000","16995.5800","61.14"
"11/01/2003","Exports","British Columbia","Washington","302593.0000","9888981.0500","32.68"
"11/01/2003","Exports","British Columbia","Wyoming","855.0000","61702.4900","72.17"
"11/01/2003","Exports","Manitoba","Minn / N. Dakota","72389.1660","10049505.9300","138.83"
"11/01/2003","Exports","Manitoba","Total","72389.1660","10049505.9300","138.83"
"11/01/2003","Exports","New Brunswick","Maine","147656.5000","8268534.1700","55.41"
"11/01/2003","Exports","New Brunswick","Total","147656.5000","8268534.1700","55.41"
"11/01/2003","Exports","Nova Scotia","Maine","620.0000","16888.0000","27.24"
"11/01/2003","Exports","Nova Scotia","Total","620.0000","16888.0000","27.24"
"11/01/2003","Exports","Ontario","Michigan","11935.1000","606259.0000","50.80"
"11/01/2003","Exports","Ontario","Minnesota","19127.0000","991763.0000","51.85"
"11/01/2003","Exports","Ontario","New England-ISO","678.0000","35147.5200","51.84"
"11/01/2003","Exports","Ontario","New York","147016.9700","6361729.0900","43.04"
"11/01/2003","Exports","Ontario","Pennsylvania","738.0000","40930.6200","55.46"
"11/01/2003","Exports","Ontario","Total","179495.0700","8035829.2300","44.58"
"11/01/2003","Exports","Québec","Maine","52509.0000","1979005.7300","37.69"
"11/01/2003","Exports","Québec","New England-ISO","28646.0000","1458117.7000","50.90"
"11/01/2003","Exports","Québec","New York","68042.0000","2713679.1700","39.88"
"11/01/2003","Exports","Québec","Total","282934.0000","19494377.0900","39.28"
"11/01/2003","Exports","Québec","Vermont","133737.0000","13343574.4900","37.10"
"11/01/2003","Exports","Saskatchewan","Michigan","3.0000","0.0000","0.00"
"11/01/2003","Exports","Saskatchewan","North Dakota","15085.0000","904494.7400","59.96"
"11/01/2003","Exports","Saskatchewan","Total","15088.0000","904494.7400","59.95"
"11/01/2003","Exports","Total","Alaska","105.6000","7558.8500","71.58"
"11/01/2003","Exports","Total","Arizona","731.0000","48109.9600","65.81"
"11/01/2003","Exports","Total","California","219377.0000","7578184.0700","34.54"
"11/01/2003","Exports","Total","Idaho","168.0000","9722.2600","57.87"
"11/01/2003","Exports","Total","Maine","200785.5000","10264427.9000","50.69"
"11/01/2003","Exports","Total","Michigan","11939.1000","606259.0000","50.78"
"11/01/2003","Exports","Total","Minn / N. Dakota","72389.1660","10049505.9300","138.83"
"11/01/2003","Exports","Total","Minnesota","19127.0000","991763.0000","51.85"
"11/01/2003","Exports","Total","Montana","388.0000","18550.7700","47.81"
"11/01/2003","Exports","Total","Nebraska","2402.0000","197042.3800","82.03"
"11/01/2003","Exports","Total","Nevada","4652.0000","306348.2800","65.85"
"11/01/2003","Exports","Total","New England-ISO","29324.0000","1493265.2200","50.92"
"11/01/2003","Exports","Total","New Mexico","1347.0000","82641.8300","61.35"
"11/01/2003","Exports","Total","New York","215058.9700","9075408.2600","42.04"
"11/01/2003","Exports","Total","North Dakota","15085.0000","904494.7400","59.96"
"11/01/2003","Exports","Total","Oregon","7708.0000","356157.3600","46.21"
