"Period","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"01/01/2009","Exports","Total","New York","1389584.7540","100522129.2000","72.10"
"01/01/2009","Exports","Total","North Dakota","611.0000","29000.5000","47.46"
"01/01/2009","Exports","Total","Oregon","20976.6500","1346673.2500","64.20"
"01/01/2009","Exports","Total","Pennsylvania","57957.0000","4349363.4500","75.04"
"01/01/2009","Exports","Total","Texas","7353.0000","327178.0100","44.50"
"01/01/2009","Exports","Total","Total","3829034.7360","277357561.7700","70.10"
"01/01/2009","Exports","Total","Utah","325.0000","23852.9800","73.39"
"01/01/2009","Exports","Total","Vermont","212584.0000","15863828.2600","38.83"
"01/01/2009","Exports","Total","Washington","204027.0000","11710063.6500","57.39"
"01/01/2009","Exports","Total","Wyoming","608.0000","40588.2600","66.76"
"01/01/2009","Imports","Arizona","British Columbia","22839.0000","720416.9500","31.54"
"01/01/2009","Imports","Arizona","Total","22839.0000","720416.9500","31.54"
"01/01/2009","Imports","California","British Columbia","3734.0000","168501.1100","45.13"
"01/01/2009","Imports","California","Total","3734.0000","168501.1100","45.13"
"01/01/2009","Imports","Idaho","British Columbia","5468.0000","176278.1600","32.24"
"01/01/2009","Imports","Idaho","Total","5468.0000","176278.1600","32.24"
"01/01/2009","Imports","Illinois","Ontario","231.0000","12572.1900","54.43"
"01/01/2009","Imports","Illinois","Total","231.0000","12572.1900","54.43"
"01/01/2009","Imports","Indiana","Ontario","2782.0000","113870.6500","40.93"
"01/01/2009","Imports","Indiana","Saskatchewan","61.0000","3412.0000","55.93"
"01/01/2009","Imports","Indiana","Total","2843.0000","117282.6500","41.25"
"01/01/2009","Imports","Maine","New Brunswick","78961.1000","6464974.8500","81.88"
"01/01/2009","Imports","Maine","Total","78961.1000","6464974.8500","81.88"
"01/01/2009","Imports","Massachusetts","Ontario","260.0000","24872.9900","95.67"
"01/01/2009","Imports","Massachusetts","Total","260.0000","24872.9900","95.67"
"01/01/2009","Imports","Michigan","Ontario","394868.0000","20874230.8700","52.86"
"01/01/2009","Imports","Michigan","Québec","181.0000","5318.5000","29.38"
"01/01/2009","Imports","Michigan","Total","395049.0000","20879549.3700","52.85"
"01/01/2009","Imports","Minn / N. Dakota","Manitoba","61915.0000","2559045.3300","41.33"
"01/01/2009","Imports","Minn / N. Dakota","Total","61915.0000","2559045.3300","41.33"
"01/01/2009","Imports","Minnesota","Alberta","2858.0000","396795.0500","138.84"
"01/01/2009","Imports","Minnesota","Ontario","167755.0000","10645643.1800","63.46"
"01/01/2009","Imports","Minnesota","Total","170613.0000","11042438.2300","64.72"
"01/01/2009","Imports","Missouri","Ontario","5746.0000","269066.4700","46.83"
"01/01/2009","Imports","Missouri","Total","5746.0000","269066.4700","46.83"
"01/01/2009","Imports","Montana","British Columbia","36338.0000","1226807.6700","33.76"
"01/01/2009","Imports","Montana","Total","36338.0000","1226807.6700","33.76"
"01/01/2009","Imports","Nevada","British Columbia","12799.0000","334038.6600","26.10"
"01/01/2009","Imports","Nevada","Total","12799.0000","334038.6600","26.10"
"01/01/2009","Imports","New England-ISO","Québec","36753.0000","3790772.8800","103.14"
"01/01/2009","Imports","New England-ISO","Total","36753.0000","3790772.8800","103.14"
"01/01/2009","Imports","New Mexico","British Columbia","11112.0000","303023.4400","27.27"
"01/01/2009","Imports","New Mexico","Total","11112.0000","303023.4400","27.27"
"01/01/2009","Imports","New York","Alberta","2827.0000","194127.1000","68.67"
"01/01/2009","Imports","New York","Ontario","39197.0000","2608520.7800","66.55"
"01/01/2009","Imports","New York","Québec","317460.0000","29660872.0900","92.13"
"01/01/2009","Imports","New York","Total","359484.0000","32463519.9700","89.15"
"01/01/2009","Imports","North Dakota","Alberta","31253.0000","1344423.0800","43.02"
"01/01/2009","Imports","North Dakota","Saskatchewan","34676.0000","1755129.4200","50.62"
"01/01/2009","Imports","North Dakota","Total","65929.0000","3099552.5000","47.01"
"01/01/2009","Imports","Oregon","British Columbia","37822.0000","1727815.3300","45.68"
"01/01/2009","Imports","Oregon","Total","37822.0000","1727815.3300","45.68"
"01/01/2009","Imports","Pennsylvania","Nova Scotia","27291.0000","2346662.0000","85.99"
"01/01/2009","Imports","Pennsylvania","Ontario","5580.0000","328101.5100","58.80"
"01/01/2009","Imports","Pennsylvania","Total","32871.0000","2674763.5100","81.37"
"01/01/2009","Imports","Texas","Ontario","9463.0000","493492.9800","52.15"
"01/01/2009","Imports","Texas","Total","9463.0000","493492.9800","52.15"
"01/01/2009","Imports","Total","Alberta","77455.0000","4098622.5200","52.92"
"01/01/2009","Imports","Total","British Columbia","954908.0000","41928276.3500","43.91"
"01/01/2009","Imports","Total","Manitoba","61915.0000","2559045.3300","41.33"
"01/01/2009","Imports","Total","New Brunswick","78961.1000","6464974.8500","81.88"
"01/01/2009","Imports","Total","Nova Scotia","27291.0000","2346662.0000","85.99"
"01/01/2009","Imports","Total","Ontario","625882.0000","35370371.6200","56.51"
"01/01/2009","Imports","Total","Québec","354423.0000","33460043.4700","93.24"
"01/01/2009","Imports","Total","Saskatchewan","34737.0000","1758541.4200","50.62"
"01/01/2009","Imports","Total","Total","2215572.1000","127986537.5600","57.58"
"01/01/2009","Imports","Utah","British Columbia","4267.0000","213978.9100","50.15"
"01/01/2009","Imports","Utah","Total","4267.0000","213978.9100","50.15"
"01/01/2009","Imports","Vermont","Québec","29.0000","3080.0000","106.21"
"01/01/2009","Imports","Vermont","Total","29.0000","3080.0000","106.21"
"01/01/2009","Imports","Washington","Alberta","40517.0000","2163277.2900","53.39"
"01/01/2009","Imports","Washington","British Columbia","815659.0000","36952096.7900","45.30"
"01/01/2009","Imports","Washington","Total","856176.0000","39115374.0800","45.69"
"01/01/2009","Imports","Wyoming","British Columbia","4870.0000","105319.3300","21.63"
"01/01/2009","Imports","Wyoming","Total","4870.0000","105319.3300","21.63"
"02/01/2009","Exports","Alberta","Indiana","176.0000","6816.2800","38.73"
"02/01/2009","Exports","Alberta","North Dakota","10.0000","417.0000","41.70"
"02/01/2009","Exports","Alberta","Total","37635.0000","1580306.9700","41.99"
"02/01/2009","Exports","Alberta","Washington","37449.0000","1573073.6900","42.01"
"02/01/2009","Exports","British Columbia","Alaska","120.9600","8658.3200","71.58"
"02/01/2009","Exports","British Columbia","Arizona","1485.0000","111173.0800","74.86"
"02/01/2009","Exports","British Columbia","California","73788.4400","5036518.3700","68.26"
"02/01/2009","Exports","British Columbia","Idaho","145.0000","9180.4000","63.31"
"02/01/2009","Exports","British Columbia","Indiana","825.0000","48806.6300","59.16"
"02/01/2009","Exports","British Columbia","Montana","863.0000","51243.4400","59.38"
"02/01/2009","Exports","British Columbia","Nevada","250.0000","15248.8000","61.00"
"02/01/2009","Exports","British Columbia","New Mexico","1063.0000","76799.1800","72.25"
"02/01/2009","Exports","British Columbia","Oregon","33944.3600","2233955.9500","65.81"
"02/01/2009","Exports","British Columbia","Total","349922.8700","21491995.1100","61.42"
"02/01/2009","Exports","British Columbia","Utah","110.0000","8763.3900","79.67"
"02/01/2009","Exports","British Columbia","Washington","236817.1100","13854772.8400","58.50"
"02/01/2009","Exports","British Columbia","Wyoming","511.0000","36874.7100","72.16"
"02/01/2009","Exports","Manitoba","Minn / N. Dakota","365935.2300","22383756.8400","Confidential"
"02/01/2009","Exports","Manitoba","Total","365935.2300","22383756.8400","Confidential"
"02/01/2009","Exports","New Brunswick","Maine","83532.0000","5811441.6100","69.57"
"02/01/2009","Exports","New Brunswick","Total","83532.0000","5811441.6100","69.57"
"02/01/2009","Exports","Nova Scotia","Maine","40.0000","1594.0000","39.85"
"02/01/2009","Exports","Nova Scotia","Total","40.0000","1594.0000","39.85"
"02/01/2009","Exports","Ontario","Illinois","2599.0000","112435.5400","43.26"
"02/01/2009","Exports","Ontario","Indiana","357.0000","16117.7300","45.15"
"02/01/2009","Exports","Ontario","Michigan","531673.7000","24246081.5900","45.60"
"02/01/2009","Exports","Ontario","Minnesota","7075.0000","370733.0600","39.73"
"02/01/2009","Exports","Ontario","Missouri","71094.0000","3042247.9700","42.79"
"02/01/2009","Exports","Ontario","New England-ISO","10327.0000","658594.3300","63.77"
"02/01/2009","Exports","Ontario","New York","587811.0980","28694728.9700","48.82"
"02/01/2009","Exports","Ontario","Pennsylvania","57023.0000","3304617.9100","57.95"
"02/01/2009","Exports","Ontario","Texas","6357.0000","253505.5300","39.88"
"02/01/2009","Exports","Ontario","Total","1274316.7980","60699062.6300","47.56"
"02/01/2009","Exports","Québec","Michigan","879.0000","55255.4500","62.86"
"02/01/2009","Exports","Québec","New England-ISO","727923.0000","58800806.5600","79.52"
"02/01/2009","Exports","Québec","New York","464929.0000","38003806.1400","81.07"
"02/01/2009","Exports","Québec","Total","1376139.0000","111978510.3900","74.87"
"02/01/2009","Exports","Québec","Vermont","182408.0000","15118642.2400","40.53"
"02/01/2009","Exports","Saskatchewan","North Dakota","1055.0000","60510.7300","57.36"
"02/01/2009","Exports","Saskatchewan","Total","1055.0000","60510.7300","57.36"
"02/01/2009","Exports","Total","Alaska","120.9600","8658.3200","71.58"
"02/01/2009","Exports","Total","Arizona","1485.0000","111173.0800","74.86"
"02/01/2009","Exports","Total","California","73788.4400","5036518.3700","68.26"
"02/01/2009","Exports","Total","Idaho","145.0000","9180.4000","63.31"
"02/01/2009","Exports","Total","Illinois","2599.0000","112435.5400","43.26"
"02/01/2009","Exports","Total","Indiana","1358.0000","71740.6400","52.83"
"02/01/2009","Exports","Total","Maine","83572.0000","5813035.6100","69.56"
"02/01/2009","Exports","Total","Michigan","532552.7000","24301337.0400","45.63"
"02/01/2009","Exports","Total","Minn / N. Dakota","365935.2300","22383756.8400","Confidential"
"02/01/2009","Exports","Total","Minnesota","7075.0000","370733.0600","39.73"
"02/01/2009","Exports","Total","Missouri","71094.0000","3042247.9700","42.79"
"02/01/2009","Exports","Total","Montana","863.0000","51243.4400","59.38"
"02/01/2009","Exports","Total","Nevada","250.0000","15248.8000","61.00"
"02/01/2009","Exports","Total","New England-ISO","738250.0000","59459400.8900","79.30"
"02/01/2009","Exports","Total","New Mexico","1063.0000","76799.1800","72.25"
"02/01/2009","Exports","Total","New York","1052740.0980","66698535.1100","63.06"
"02/01/2009","Exports","Total","North Dakota","1065.0000","60927.7300","57.21"
"02/01/2009","Exports","Total","Oregon","33944.3600","2233955.9500","65.81"
"02/01/2009","Exports","Total","Pennsylvania","57023.0000","3304617.9100","57.95"
"02/01/2009","Exports","Total","Texas","6357.0000","253505.5300","39.88"
"02/01/2009","Exports","Total","Total","3488575.8980","224007178.2800","61.62"
"02/01/2009","Exports","Total","Utah","110.0000","8763.3900","79.67"
"02/01/2009","Exports","Total","Vermont","182408.0000","15118642.2400","40.53"
"02/01/2009","Exports","Total","Washington","274266.1100","15427846.5300","56.25"
"02/01/2009","Exports","Total","Wyoming","511.0000","36874.7100","72.16"
"02/01/2009","Imports","Arizona","British Columbia","32285.0000","936715.3100","29.01"
"02/01/2009","Imports","Arizona","Total","32285.0000","936715.3100","29.01"
"02/01/2009","Imports","California","British Columbia","64722.0000","2732773.9000","42.22"
"02/01/2009","Imports","California","Total","64722.0000","2732773.9000","42.22"
"02/01/2009","Imports","Idaho","British Columbia","7091.0000","213277.8100","30.08"
"02/01/2009","Imports","Idaho","Total","7091.0000","213277.8100","30.08"
"02/01/2009","Imports","Illinois","Ontario","1329.0000","47427.4700","35.69"
"02/01/2009","Imports","Illinois","Total","1329.0000","47427.4700","35.69"
"02/01/2009","Imports","Indiana","British Columbia","179.0000","4838.8200","27.03"
"02/01/2009","Imports","Indiana","Ontario","1626.0000","49188.2300","30.25"
"02/01/2009","Imports","Indiana","Total","1805.0000","54027.0500","29.93"
"02/01/2009","Imports","Maine","New Brunswick","66570.6000","3954839.1200","59.41"
"02/01/2009","Imports","Maine","Total","66570.6000","3954839.1200","59.41"
"02/01/2009","Imports","Michigan","Ontario","275847.0000","12431093.8900","45.07"
"02/01/2009","Imports","Michigan","Québec","1248.0000","45665.9100","36.59"
"02/01/2009","Imports","Michigan","Total","277095.0000","12476759.8000","45.03"
"02/01/2009","Imports","Minn / N. Dakota","Manitoba","6749.0000","344517.2600","51.05"
"02/01/2009","Imports","Minn / N. Dakota","Total","6749.0000","344517.2600","51.05"
"02/01/2009","Imports","Minnesota","Alberta","2661.0000","177896.0200","66.85"
"02/01/2009","Imports","Minnesota","Ontario","45141.0000","2297151.8500","50.89"
"02/01/2009","Imports","Minnesota","Total","47802.0000","2475047.8700","51.78"
"02/01/2009","Imports","Missouri","Ontario","700.0000","23940.0000","34.20"
"02/01/2009","Imports","Missouri","Total","700.0000","23940.0000","34.20"
"02/01/2009","Imports","Montana","British Columbia","40732.0000","1464571.0000","35.96"
"02/01/2009","Imports","Montana","Total","40732.0000","1464571.0000","35.96"
"02/01/2009","Imports","Nebraska","British Columbia","9.0000","0.0000","0.00"
"02/01/2009","Imports","Nebraska","Total","9.0000","0.0000","0.00"
"02/01/2009","Imports","Nevada","British Columbia","9486.0000","239860.6800","25.29"
"02/01/2009","Imports","Nevada","Total","9486.0000","239860.6800","25.29"
"02/01/2009","Imports","New England-ISO","Québec","3744.0000","327865.8100","87.57"
"02/01/2009","Imports","New England-ISO","Total","3744.0000","327865.8100","87.57"
"02/01/2009","Imports","New Mexico","British Columbia","11436.0000","301511.7300","26.37"
"02/01/2009","Imports","New Mexico","Total","11436.0000","301511.7300","26.37"
"02/01/2009","Imports","New York","Alberta","327.0000","12512.9100","38.27"
"02/01/2009","Imports","New York","Ontario","15581.0000","1105849.6600","70.97"
"02/01/2009","Imports","New York","Québec","74703.0000","5586388.0400","69.16"
"02/01/2009","Imports","New York","Total","90611.0000","6704750.6100","69.36"
"02/01/2009","Imports","North Dakota","Alberta","24841.0000","921364.3500","37.09"
"02/01/2009","Imports","North Dakota","Saskatchewan","15424.0000","712063.0200","46.17"
"02/01/2009","Imports","North Dakota","Total","40265.0000","1633427.3700","40.57"
"02/01/2009","Imports","Oregon","British Columbia","32324.0000","1073307.1300","33.20"
"02/01/2009","Imports","Oregon","Total","32324.0000","1073307.1300","33.20"
"02/01/2009","Imports","Pennsylvania","Nova Scotia","30685.0000","1992645.0000","64.94"
"02/01/2009","Imports","Pennsylvania","Ontario","2253.0000","81373.3900","36.12"
"02/01/2009","Imports","Pennsylvania","Total","32938.0000","2074018.3900","62.97"
"02/01/2009","Imports","Texas","Ontario","4614.0000","188212.9200","40.79"
"02/01/2009","Imports","Texas","Total","4614.0000","188212.9200","40.79"
"02/01/2009","Imports","Total","Alberta","62314.0000","2741812.5600","44.00"
"02/01/2009","Imports","Total","British Columbia","887948.0000","37929399.9800","42.72"
"02/01/2009","Imports","Total","Manitoba","6749.0000","344517.2600","51.05"
"02/01/2009","Imports","Total","New Brunswick","66570.6000","3954839.1200","59.41"
"02/01/2009","Imports","Total","Nova Scotia","30685.0000","1992645.0000","64.94"
"02/01/2009","Imports","Total","Ontario","347091.0000","16224237.4100","46.74"
"02/01/2009","Imports","Total","Québec","79695.0000","5959919.7600","69.51"
"02/01/2009","Imports","Total","Saskatchewan","15424.0000","712063.0200","46.17"
"02/01/2009","Imports","Total","Total","1496476.6000","69859434.1100","46.40"
"02/01/2009","Imports","Utah","British Columbia","7369.0000","292102.5500","39.64"
"02/01/2009","Imports","Utah","Total","7369.0000","292102.5500","39.64"
"02/01/2009","Imports","Washington","Alberta","34485.0000","1630039.2800","47.27"
"02/01/2009","Imports","Washington","British Columbia","679578.0000","30611384.0100","45.04"
"02/01/2009","Imports","Washington","Total","714063.0000","32241423.2900","45.15"
"02/01/2009","Imports","Wyoming","British Columbia","2737.0000","59057.0400","21.58"
"02/01/2009","Imports","Wyoming","Total","2737.0000","59057.0400","21.58"
"03/01/2009","Exports","Alberta","Total","21429.0000","691854.3800","32.29"
"03/01/2009","Exports","Alberta","Washington","21429.0000","691854.3800","32.29"
"03/01/2009","Exports","British Columbia","Alaska","120.9600","8658.3200","71.58"
"03/01/2009","Exports","British Columbia","Arizona","4419.0000","291164.0900","65.89"
"03/01/2009","Exports","British Columbia","California","70326.3800","4611024.8100","65.57"
"03/01/2009","Exports","British Columbia","Idaho","340.0000","24539.6000","72.18"
"03/01/2009","Exports","British Columbia","Indiana","229.0000","10341.0000","45.16"
"03/01/2009","Exports","British Columbia","Montana","2736.0000","144029.8200","52.64"
"03/01/2009","Exports","British Columbia","Nevada","393.0000","6297.5500","16.02"
"03/01/2009","Exports","British Columbia","New Mexico","2060.0000","121438.5100","58.95"
"03/01/2009","Exports","British Columbia","Oregon","17060.4300","1246598.8100","73.07"
"03/01/2009","Exports","British Columbia","Total","155397.4300","8150962.5200","52.45"
"03/01/2009","Exports","British Columbia","Utah","299.0000","19372.7100","64.79"
"03/01/2009","Exports","British Columbia","Washington","56985.6600","1640101.3700","28.78"
"03/01/2009","Exports","British Columbia","Wyoming","428.0000","27395.9300","64.01"
"03/01/2009","Exports","Manitoba","Minn / N. Dakota","406576.5700","22798547.2600","Confidential"
"03/01/2009","Exports","Manitoba","Total","406576.5700","22798547.2600","Confidential"
"03/01/2009","Exports","New Brunswick","Maine","132126.8120","9427426.5400","71.35"
"03/01/2009","Exports","New Brunswick","Total","132126.8120","9427426.5400","71.35"
"03/01/2009","Exports","Ontario","Illinois","5567.0000","264043.1700","47.43"
"03/01/2009","Exports","Ontario","Indiana","588.0000","18609.5700","31.65"
"03/01/2009","Exports","Ontario","Massachusetts","73.0000","3444.3800","47.18"
"03/01/2009","Exports","Ontario","Michigan","883108.5260","31497668.6700","35.67"
"03/01/2009","Exports","Ontario","Minnesota","26169.7000","925469.4600","31.84"
"03/01/2009","Exports","Ontario","Missouri","79276.0000","2806497.3300","35.40"
"03/01/2009","Exports","Ontario","New England-ISO","20828.0000","1007261.9000","48.36"
"03/01/2009","Exports","Ontario","New York","306628.5780","12646409.1100","41.24"
"03/01/2009","Exports","Ontario","Pennsylvania","96044.0000","4513449.7900","46.99"
"03/01/2009","Exports","Ontario","Texas","59723.0000","1920500.6900","32.16"
"03/01/2009","Exports","Ontario","Total","1478005.8040","55603354.0700","37.56"
"03/01/2009","Exports","Québec","Maine","595.6000","48375.7600","81.22"
"03/01/2009","Exports","Québec","Michigan","887.0000","49108.2000","55.36"
"03/01/2009","Exports","Québec","New England-ISO","645602.0000","47954575.8700","63.83"
"03/01/2009","Exports","Québec","New York","459982.0000","28323602.6900","60.81"
"03/01/2009","Exports","Québec","Total","1287744.6000","91481627.5000","59.44"
"03/01/2009","Exports","Québec","Vermont","180678.0000","15105964.9800","40.19"
"03/01/2009","Exports","Saskatchewan","North Dakota","50.0000","1751.0100","35.02"
"03/01/2009","Exports","Saskatchewan","Total","50.0000","1751.0100","35.02"
"03/01/2009","Exports","Total","Alaska","120.9600","8658.3200","71.58"
"03/01/2009","Exports","Total","Arizona","4419.0000","291164.0900","65.89"
"03/01/2009","Exports","Total","California","70326.3800","4611024.8100","65.57"
"03/01/2009","Exports","Total","Idaho","340.0000","24539.6000","72.18"
"03/01/2009","Exports","Total","Illinois","5567.0000","264043.1700","47.43"
"03/01/2009","Exports","Total","Indiana","817.0000","28950.5700","35.44"
"03/01/2009","Exports","Total","Maine","132722.4120","9475802.3000","71.40"
"03/01/2009","Exports","Total","Massachusetts","73.0000","3444.3800","47.18"
"03/01/2009","Exports","Total","Michigan","883995.5260","31546776.8700","35.69"
"03/01/2009","Exports","Total","Minn / N. Dakota","406576.5700","22798547.2600","Confidential"
"03/01/2009","Exports","Total","Minnesota","26169.7000","925469.4600","31.84"
"03/01/2009","Exports","Total","Missouri","79276.0000","2806497.3300","35.40"
"03/01/2009","Exports","Total","Montana","2736.0000","144029.8200","52.64"
"03/01/2009","Exports","Total","Nevada","393.0000","6297.5500","16.02"
"03/01/2009","Exports","Total","New England-ISO","666430.0000","48961837.7700","63.35"
"03/01/2009","Exports","Total","New Mexico","2060.0000","121438.5100","58.95"
"03/01/2009","Exports","Total","New York","766610.5780","40970011.8000","52.98"
"03/01/2009","Exports","Total","North Dakota","50.0000","1751.0100","35.02"
"03/01/2009","Exports","Total","Oregon","17060.4300","1246598.8100","73.07"
"03/01/2009","Exports","Total","Pennsylvania","96044.0000","4513449.7900","46.99"
"03/01/2009","Exports","Total","Texas","59723.0000","1920500.6900","32.16"
"03/01/2009","Exports","Total","Total","3481330.2160","188155523.2800","49.73"
"03/01/2009","Exports","Total","Utah","299.0000","19372.7100","64.79"
"03/01/2009","Exports","Total","Vermont","180678.0000","15105964.9800","40.19"
"03/01/2009","Exports","Total","Washington","78414.6600","2331955.7500","29.74"
"03/01/2009","Exports","Total","Wyoming","428.0000","27395.9300","64.01"
"03/01/2009","Imports","Arizona","British Columbia","27143.0000","658153.8100","24.25"
"03/01/2009","Imports","Arizona","Total","27143.0000","658153.8100","24.25"
"03/01/2009","Imports","California","British Columbia","54860.0000","1819912.2000","33.17"
"03/01/2009","Imports","California","Total","54860.0000","1819912.2000","33.17"
"03/01/2009","Imports","Idaho","British Columbia","4301.0000","89236.9800","20.75"
"03/01/2009","Imports","Idaho","Total","4301.0000","89236.9800","20.75"
"03/01/2009","Imports","Indiana","British Columbia","257.0000","8821.4500","34.32"
"03/01/2009","Imports","Indiana","Ontario","3011.0000","111379.7700","36.99"
"03/01/2009","Imports","Indiana","Total","3268.0000","120201.2200","36.78"
"03/01/2009","Imports","Maine","New Brunswick","112301.7660","5937162.0700","52.87"
"03/01/2009","Imports","Maine","Total","112301.7660","5937162.0700","52.87"
"03/01/2009","Imports","Massachusetts","Ontario","1503.0000","71223.1100","47.39"
"03/01/2009","Imports","Massachusetts","Total","1503.0000","71223.1100","47.39"
"03/01/2009","Imports","Michigan","Ontario","176163.0000","6217158.9100","35.29"
"03/01/2009","Imports","Michigan","Total","176163.0000","6217158.9100","35.29"
"03/01/2009","Imports","Minn / N. Dakota","Manitoba","19095.0000","719179.9900","37.66"
"03/01/2009","Imports","Minn / N. Dakota","Total","19095.0000","719179.9900","37.66"
"03/01/2009","Imports","Minnesota","Alberta","1909.0000","93346.8900","48.90"
"03/01/2009","Imports","Minnesota","Ontario","16034.0000","861594.8900","53.74"
"03/01/2009","Imports","Minnesota","Total","17943.0000","954941.7800","53.22"
"03/01/2009","Imports","Montana","British Columbia","51818.0000","1579214.2600","30.48"
"03/01/2009","Imports","Montana","Total","51818.0000","1579214.2600","30.48"
"03/01/2009","Imports","Nebraska","British Columbia","4.0000","0.0000","0.00"
"03/01/2009","Imports","Nebraska","Total","4.0000","0.0000","0.00"
"03/01/2009","Imports","Nevada","British Columbia","9773.0000","187019.6300","19.14"
"03/01/2009","Imports","Nevada","Total","9773.0000","187019.6300","19.14"
"03/01/2009","Imports","New Mexico","British Columbia","13422.0000","278019.7700","20.71"
"03/01/2009","Imports","New Mexico","Total","13422.0000","278019.7700","20.71"
"03/01/2009","Imports","New York","Alberta","5.0000","23.9600","4.79"
"03/01/2009","Imports","New York","Ontario","31637.0000","1301623.7500","41.14"
"03/01/2009","Imports","New York","Québec","24237.0000","1112819.4500","45.91"
"03/01/2009","Imports","New York","Total","55879.0000","2414467.1600","43.21"
"03/01/2009","Imports","North Dakota","Alberta","13903.0000","375948.5800","27.04"
"03/01/2009","Imports","North Dakota","Saskatchewan","89948.0000","3177615.8400","35.33"
"03/01/2009","Imports","North Dakota","Total","103851.0000","3553564.4200","34.22"
"03/01/2009","Imports","Oregon","British Columbia","49060.0000","1704088.6400","34.73"
"03/01/2009","Imports","Oregon","Total","49060.0000","1704088.6400","34.73"
"03/01/2009","Imports","Pennsylvania","British Columbia","493.0000","12837.6900","26.04"
"03/01/2009","Imports","Pennsylvania","Nova Scotia","15343.0000","899760.0000","58.64"
"03/01/2009","Imports","Pennsylvania","Ontario","20838.0000","724514.3600","34.77"
"03/01/2009","Imports","Pennsylvania","Total","36674.0000","1637112.0500","44.64"
"03/01/2009","Imports","Texas","Ontario","7871.0000","153338.2200","19.48"
"03/01/2009","Imports","Texas","Total","7871.0000","153338.2200","19.48"
"03/01/2009","Imports","Total","Alberta","44334.0000","1576099.7300","35.55"
"03/01/2009","Imports","Total","British Columbia","1107325.0000","40893654.7200","36.93"
"03/01/2009","Imports","Total","Manitoba","19095.0000","719179.9900","37.66"
"03/01/2009","Imports","Total","New Brunswick","112301.7660","5937162.0700","52.87"
"03/01/2009","Imports","Total","Nova Scotia","15343.0000","899760.0000","58.64"
"03/01/2009","Imports","Total","Ontario","257328.0000","9453325.3700","36.74"
"03/01/2009","Imports","Total","Québec","24237.0000","1112819.4500","45.91"
"03/01/2009","Imports","Total","Saskatchewan","90608.0000","3198022.0900","35.30"
"03/01/2009","Imports","Total","Total","1670571.7660","63790023.4200","38.18"
"03/01/2009","Imports","Utah","British Columbia","16370.0000","692900.0900","42.33"
"03/01/2009","Imports","Utah","Total","16370.0000","692900.0900","42.33"
"03/01/2009","Imports","Vermont","Ontario","271.0000","12492.3600","46.10"
"03/01/2009","Imports","Vermont","Total","271.0000","12492.3600","46.10"
"03/01/2009","Imports","Washington","Alberta","28517.0000","1106780.3000","38.81"
"03/01/2009","Imports","Washington","British Columbia","872930.0000","33747306.1900","38.66"
"03/01/2009","Imports","Washington","Saskatchewan","660.0000","20406.2500","30.92"
"03/01/2009","Imports","Washington","Total","902107.0000","34874492.7400","38.66"
"03/01/2009","Imports","Wyoming","British Columbia","6894.0000","116144.0100","16.85"
"03/01/2009","Imports","Wyoming","Total","6894.0000","116144.0100","16.85"
"04/01/2009","Exports","Alberta","New York","100.0000","198.5200","1.99"
"04/01/2009","Exports","Alberta","North Dakota","11775.0000","339673.0000","28.85"
"04/01/2009","Exports","Alberta","Total","26879.0000","805496.5100","29.97"
"04/01/2009","Exports","Alberta","Washington","15004.0000","465624.9900","31.03"
"04/01/2009","Exports","British Columbia","Alaska","108.9600","7799.0000","71.58"
"04/01/2009","Exports","British Columbia","Arizona","5672.0000","245090.2200","43.21"
"04/01/2009","Exports","British Columbia","California","230104.5000","10246526.3600","44.53"
"04/01/2009","Exports","British Columbia","Idaho","804.0000","26249.3000","32.65"
"04/01/2009","Exports","British Columbia","Indiana","157.0000","7651.3000","48.73"
"04/01/2009","Exports","British Columbia","Montana","14398.0000","392603.6500","27.27"
"04/01/2009","Exports","British Columbia","Nevada","2546.0000","77214.0800","30.33"
"04/01/2009","Exports","British Columbia","New Mexico","3292.0000","143935.5000","43.72"
"04/01/2009","Exports","British Columbia","Oregon","9985.0000","282454.9500","28.29"
"04/01/2009","Exports","British Columbia","Pennsylvania","423.0000","17511.8300","41.40"
"04/01/2009","Exports","British Columbia","Total","436153.4700","15443736.6100","35.41"
"04/01/2009","Exports","British Columbia","Utah","930.0000","41005.7200","44.09"
"04/01/2009","Exports","British Columbia","Washington","167162.0100","3925802.2100","23.49"
"04/01/2009","Exports","British Columbia","Wyoming","571.0000","29892.4900","52.35"
"04/01/2009","Exports","Manitoba","Minn / N. Dakota","681600.8780","25114654.0700","Confidential"
"04/01/2009","Exports","Manitoba","Total","681600.8780","25114654.0700","Confidential"
"04/01/2009","Exports","New Brunswick","Maine","190835.9160","9567297.1100","50.13"
"04/01/2009","Exports","New Brunswick","Total","190835.9160","9567297.1100","50.13"
"04/01/2009","Exports","Nova Scotia","Maine","1327.0000","45469.0000","34.26"
"04/01/2009","Exports","Nova Scotia","Total","1327.0000","45469.0000","34.26"
"04/01/2009","Exports","Ontario","Illinois","391.0000","14889.5300","38.08"
"04/01/2009","Exports","Ontario","Indiana","166.0000","7243.9700","43.64"
"04/01/2009","Exports","Ontario","Massachusetts","484.0000","23086.9400","47.70"
"04/01/2009","Exports","Ontario","Michigan","433194.6000","12314460.7600","28.43"
"04/01/2009","Exports","Ontario","Minnesota","17161.0000","453385.3600","21.10"
